name,city,iata,latitude,longitude
Svartnes Airport,Vardø,VAW,70.355392,31.044889
Sorkjosen Airport,Sorkjosen,SOJ,69.7868,20.9594
Svolvær Helle Airport,Svolvær,SVJ,68.2433,14.6692
Sogndal Airport,Sogndal,SOG,61.1561,7.13778
Anda Airport,Sandane,SDN,61.83,6.10583
Røst Airport,Røst,RET,67.5278,12.1033
Ryum Airport,Rørvik,RVK,64.8383,11.1461
Røssvoll Airport,Mo i Rana,MQN,66.3639,14.3014
Namsos Høknesøra Airport,Namsos,OSY,64.4722,11.5786
Leknes Airport,Leknes,LKN,68.1525,13.6094
Sindal Airport,Sindal,CNL,57.503525,10.229372
Weston Airport,Leixlip,,53.351333,-6.4875
Donegal Airport,Dongloe,CFN,55.044192,-8.341
Raron Airport,Raron,,46.3036,7.82333
Barra Airport,Barra,BRR,57.0228,-7.44306
Anglesey Airport,Angelsey,HLY,53.248097,-4.535339
Penzance Heliport,Penzance,PZE,50.1281,-5.51845
Land's End / St. Just Airport,Land's End,LEQ,50.1028,-5.67056
Westray Airport,Westray,WRY,59.3503,-2.95
Lerwick / Tingwall Airport,Lerwick,LWK,60.1922,-1.24361
Sanday Airport,Sanday,NDY,59.2503,-2.57667
Stronsay Airport,Stronsay,SOY,59.1553,-2.64139
Papa Westray Airport,Papa Westray,PPW,59.3517,-2.90028
North Ronaldsay Airport,North Ronaldsay,NRL,59.3675,-2.43444
Fair Isle Airport,Fair Isle,FIE,59.5358,-1.62806
Eday Airport,Eday,EOI,59.1906,-2.77222
Campbeltown Airport,Campbeltown,CAL,55.4372,-5.68639
Robin Hood Doncaster Sheffield Airport,"Doncaster, Sheffield",DSA,53.474722,-1.004444
Nottingham Airport,Nottingham,NQT,52.92,-1.079167
Seinäjoki Airport,Seinäjoki / Ilmajoki,SJY,62.6921,22.8323
Helgoland-Düne Airport,Helgoland,HGL,54.1853,7.91583
Heide-Büsum Airport,Büsum,HEI,54.1533,8.90167
Heringsdorf Airport,Heringsdorf,HDF,53.878706,14.152347
Kumasi Airport,Kumasi,KMS,6.71456,-1.59082
Guemar Airport,Guemar,ELU,33.5114,6.77679
Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,BMW,21.375,0.923889
Béchar Boudghene Ben Ali Lotfi Airport,Béchar,CBH,31.6457,-2.26986
Batna Airport,Batna,BLJ,35.752106,6.308589
Wollaston Lake Airport,Wollaston Lake,ZWL,58.1069,-103.172
Churchill Falls Airport,Churchill Falls,ZUM,53.5619,-64.1064
Shamattawa Airport,Shamattawa,ZTM,55.8656,-92.0814
Sandy Lake Airport,Sandy Lake,ZSJ,53.0642,-93.3444
Round Lake (Weagamow Lake) Airport,Round Lake,ZRJ,52.9436,-91.3128
Sachigo Lake Airport,Sachigo Lake,ZPB,53.8911,-92.1964
Masset Airport,Masset,ZMT,54.0275,-132.125
Muskrat Dam Airport,Muskrat Dam,MSA,53.4414,-91.7628
Kashechewan Airport,Kashechewan,ZKE,52.2825,-81.6778
Swan River Airport,Swan River,ZJN,52.1206,-101.236
Gods River Airport,Gods River,ZGI,54.8397,-94.0786
Fond-Du-Lac Airport,Fond-Du-Lac,ZFD,59.3344,-107.182
Eastmain River Airport,Eastmain River,ZEM,52.2264,-78.5225
Bathurst Airport,Bathurst,ZBF,47.6297,-65.7389
Ilford Airport,Ilford,ILF,56.0614,-95.6139
York Landing Airport,York Landing,ZAC,56.0894,-96.0892
Salluit Airport,Salluit,YZG,62.1794,-75.6672
Whale Cove Airport,Whale Cove,YXN,62.24,-92.5981
Webequie Airport,Webequie,YWP,52.9597,-87.3689
Deer Lake Airport,Deer Lake,YVZ,52.6558,-94.0614
Big Trout Lake Airport,Big Trout Lake,YTL,53.8178,-89.8969
St. Theresa Point Airport,St. Theresa Point,YST,53.8456,-94.8519
Sanikiluaq Airport,Sanikiluaq,YSK,56.5378,-79.2467
Stony Rapids Airport,Stony Rapids,YSF,59.2503,-105.841
Red Lake Airport,Red Lake,YRL,51.0669,-93.7931
Rae Lakes Airport,Gamètì,YRA,64.1161,-117.31
Nakina Airport,Nakina,YQN,50.182777,-86.696388
The Pas Airport,The Pas,YQD,53.9714,-101.091
Powell River Airport,Powell River,YPW,49.8342,-124.5
Peawanuck Airport,Peawanuck,YPO,54.9881,-85.4433
Pikangikum Airport,Pikangikum,YPM,51.8197,-93.9733
Inukjuak Airport,Inukjuak,YPH,58.4719,-78.0769
Oxford House Airport,Oxford House,YOH,54.9333,-95.2789
Points North Landing Airport,Points North Landing,YNL,58.2767,-104.082
Norway House Airport,Norway House,YNE,53.9583,-97.8442
Wemindji Airport,Wemindji,YNC,53.0106,-78.8311
Umiujaq Airport,Umiujaq,YUD,56.5361,-76.5183
Chapais Airport,Chibougamau,YMT,49.7719,-74.5281
Mary's Harbour Airport,Mary's Harbour,YMH,52.3028,-55.8472
Kangiqsualujjuaq (Georges River) Airport,Kangiqsualujjuaq,XGR,58.7114,-65.9928
Lutselk'e Airport,Lutselk'e,YSG,62.4183,-110.682
Lansdowne House Airport,Lansdowne House,YLH,52.1956,-87.9342
Kimmirut Airport,Kimmirut,YLC,62.85,-69.8833
Aupaluk Airport,Aupaluk,YPJ,59.2967,-69.5997
Waskaganish Airport,Waskaganish,YKQ,51.4733,-78.7583
Akulivik Airport,Akulivik,AKV,60.8186,-78.1486
Island Lake Airport,Island Lake,YIV,53.8572,-94.6536
Ivujivik Airport,Ivujivik,YIK,62.4173,-77.9253
Chevery Airport,Chevery,YHR,50.4689,-59.6367
Hopedale Airport,Hopedale,YHO,55.4483,-60.2286
Nemiscau Airport,Nemiscau,YNS,51.6911,-76.1356
Vancouver Harbour Water Airport,Vancouver,YHC,49.2944,-123.111
Quaqtaq Airport,Quaqtaq,YQC,61.0464,-69.6178
Grise Fiord Airport,Grise Fiord,YGZ,76.4261,-82.9092
Gillam Airport,Gillam,YGX,56.3575,-94.7106
Kuujjuarapik Airport,Kuujjuarapik,YGW,55.2819,-77.7653
Igloolik Airport,Igloolik,YGT,69.3647,-81.8161
Gods Lake Narrows Airport,Gods Lake Narrows,YGO,54.5589,-94.4914
Texada Gillies Bay Airport,Texada,YGB,49.6942,-124.518
Makkovik Airport,Makkovik,YMN,55.0769,-59.1864
Fort Hope Airport,Fort Hope,YFH,51.5619,-87.9078
Fort Albany Airport,Fort Albany,YFA,52.2014,-81.6969
Fort Severn Airport,Fort Severn,YER,56.0189,-87.6761
Nain Airport,Nain,YDP,56.5492,-61.6803
Chesterfield Inlet Airport,Chesterfield Inlet,YCS,63.3469,-90.7311
Cartwright Airport,Cartwright,YRF,53.6828,-57.0419
Lourdes De Blanc Sablon Airport,Lourdes-De-Blanc-Sablon,YBX,51.4436,-57.1853
Uranium City Airport,Uranium City,YBE,59.5614,-108.481
Lac Du Bonnet Airport,Lac Du Bonnet,,50.2944,-96.01
Attawapiskat Airport,Attawapiskat,YAT,52.9275,-82.4319
Kangirsuk Airport,Kangirsuk,YKG,60.0272,-69.9992
Kasabonika Airport,Kasabonika,XKS,53.5247,-88.6428
Fort Frances Municipal Airport,Fort Frances,YAG,48.6542,-93.4397
Cat Lake Airport,Cat Lake,YAC,51.7272,-91.8244
Tarapacá Airport,Tarapacá,TCD,-2.867,-69.733
Apartadó Airport,Apartadó,APO,7.033,-77.2
Nantong Airport,Nantong,NTG,32.0708,120.976
La Tabatière Airport,La Tabatière,ZLT,50.8308,-58.9756
Tête-à-la-Baleine Airport,Tête-à-la-Baleine,ZTB,50.6744,-59.3836
Chisasibi Airport,Chisasibi,YKU,53.8056,-78.9169
Poplar Hill Airport,Poplar Hill,YHP,52.1133,-94.2556
Ogoki Post Airport,Ogoki Post,YOG,51.6586,-85.9017
Kingfisher Lake Airport,Kingfisher Lake,KIF,53.0125,-89.8553
Bearskin Lake Airport,Bearskin Lake,XBE,53.9656,-91.0272
North Spirit Lake Airport,North Spirit Lake,YNO,52.49,-92.9711
Wunnumin Lake Airport,Wunnumin Lake,WNN,52.8939,-89.2892
Wapekeka Airport,Angling Lake,YAX,53.8492,-89.5794
Summer Beaver Airport,Summer Beaver,SUR,52.7086,-88.5419
Whatì Airport,Whatì,YLE,63.1317,-117.246
Colville Lake Airport,Colville Lake,YCK,67.0333,-126.083
Rigolet Airport,Rigolet,YRG,54.1797,-58.4575
Port Hope Simpson Airport,Port Hope Simpson,YHA,52.5281,-56.2861
St. Lewis (Fox Harbour) Airport,St. Lewis,YFX,52.3728,-55.6739
Williams Harbour Airport,Williams Harbour,YWM,52.5669,-55.7847
Anahim Lake Airport,Anahim Lake,YAA,52.4525,-125.303
Whistler/Green Lake Water Aerodrome,Whistler,YWS,50.1436,-122.949
Punta Gorda Airport,Punta Gorda,PND,16.1024,-88.8083
Caye Caulker Airport,Caye Caulker,CUK,17.7347,-88.0325
Vopnafjörður Airport,Vopnafjörður,VPN,65.7206,-14.8506
Thorshofn Airport,Thorshofn,THO,66.2185,-15.3356
Drake Bay Airport,Puntarenas,DRK,8.71889,-83.6417
Grímsey Airport,Grímsey,GRY,66.5547,-18.0175
Qaarsut Airport,Uummannaq,JQA,70.7342,-52.6962
Upernavik Airport,Upernavik,JUV,72.7902,-56.1306
Sisimiut Airport,Sisimiut,JHS,66.9513,-53.7293
Qaanaaq Airport,Qaanaaq,NAQ,77.4886,-69.3887
Narsaq Heliport,Narsaq,JNS,60.9167,-46.0586
Nanortalik Heliport,Nanortalik,JNN,60.14,-45.2317
Maniitsoq Airport,Maniitsoq,JSU,65.4125,-52.9394
Qaqortoq Heliport,Qaqortoq,JJU,60.7158,-46.0294
Qeqertarsuaq Heliport,Qeqertarsuaq Airport,JGO,69.2511,-53.5381
Paamiut Heliport,Paamiut,JFR,61.9922,-49.6625
Neerlerit Inaat Airport,Neerlerit Inaat,CNP,70.7433,-22.6606
Alluitsup Paa Heliport,Alluitsup Paa,LLU,60.4644,-45.5778
Wapenamanda Airport,Wapenamanda,WBM,-5.6433,143.895
Vanimo Airport,Vanimo,VAI,-2.69717,141.302
Tokua Airport,Tokua,RAB,-4.34046,152.38
Tabubil Airport,Tabubil,TBG,-5.27861,141.226
Tari Airport,Tari,TIZ,-5.845,142.948
Misima Island Airport,Misima Island,MIS,-10.6892,152.838
Moro Airport,Moro,MXH,-6.36333,143.238
Momote Airport,Momote,MAS,-2.06189,147.424
Mendi Airport,Mendi,MDU,-6.14774,143.657
Kavieng Airport,Kavieng,KVG,-2.5794,150.808
Kerema Airport,Kerema,KMA,-7.96361,145.771
Kikori Airport,Kikori,KRI,-7.42438,144.25
Kiunga Airport,Kiunga,UNG,-6.12571,141.282
Kimbe Airport,Hoskins,HKN,-5.46217,150.405
Girua Airport,Girua,PNP,-8.80454,148.309
Gurney Airport,Gurney,GUR,-10.3115,150.334
Daru Airport,Daru,DAU,-9.08676,143.208
Chimbu Airport,Kundiawa,CMU,-6.02429,144.971
Buka Airport,Buka Island,BUA,-5.42232,154.673
Ramata Airport,Ramata,RBV,-8.16806,157.643
Kagau Island Airport,Kagau Island,KGE,-7.333,157.583
Suavanao Airport,Suavanao,VAO,-7.58556,158.731
Marau Airport,Marau,RUS,-9.86167,160.825
Rennell/Tingoa Airport,Rennell Island,RNL,-11.5339,160.063
Mono Airport,Stirling Island,MNY,-7.41694,155.565
Nusatupe Airport,Gizo,GZO,-8.09778,156.864
Munda Airport,Munda,MUA,-8.32797,157.263
Santa Cruz/Graciosa Bay/Luova Airport,Santa Cruz/Graciosa Bay/Luova,SCZ,-10.7203,165.795
Ngorangora Airport,Kirakira,IRA,-10.4497,161.898
Babanakira Airport,Mbambanakira,MBU,-9.7475,159.839
Fera/Maringe Airport,Fera Island,FRE,-8.1075,159.577
Ballalae Airport,Ballalae,BAS,-6.967,155.883
Auki Airport,Auki,AKS,-8.70257,160.682
Uru Harbour Airport,Atoifi,ATD,-8.87333,161.011
Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur,KXK,50.4094,136.934
Moyo Airport,Moyo,OYG,3.633,31.75
Tiksi Airport,Tiksi,IKS,71.6977,128.903
Cherskiy Airport,Cherskiy,CYX,68.7406,161.338
Chokurdakh Airport,Chokurdah,CKH,70.6231,147.902
Chulman,Neryungri,CNN,56.9139,124.914
Kostanay West Airport,Kostanay,KSN,53.206944,63.550278
Zhezkazgan Airport,Zhezkazgan,DZN,47.708333,67.733333
Kokshetau Airport,Kokshetau,KOV,53.3291,69.5946
Union Island International Airport,Union Island,UNI,12.583,-61.417
J F Mitchell Airport,Bequia,BQU,12.988444,-61.262033
Virgin Gorda Airport,Spanish Town,VIJ,18.4464,-64.4275
Vance Winkworth Amory International Airport,Charlestown,NEV,17.205678,-62.589869
Baillif Airport,Basse Terre,BBR,16.0133,-61.7422
La Désirade Airport,Grande Anse,DSD,16.2969,-61.0844
Juan Pablo Pérez Alfonso Airport,El Vigía,VIG,8.6241,-71.672819
El Jaguel / Punta del Este Airport,Maldonado,MDO,-34.917,-54.917
Santa Rosa Airport,Santa Rosa,SRA,-27.9067,-54.5204
Alferez Fap David Figueroa Fernandini Airport,Huánuco,HUU,-9.878811,-76.204797
Caballococha Airport,Caballococha,LHC,-3.916858,-70.508225
Capitán Av. German Quiroga G. Airport,San Borja,SRJ,-14.8592,-66.7375
Capitán Av. Selin Zeitun Lopez Airport,Riberalta,RIB,-11,-66
Capitán de Av. Emilio Beltrán Airport,Guayaramerín,GYA,-10.8206,-65.3456
Obando Airport,Puerto Inírida,PDA,3.85,-67.91
Reyes Murillo Airport,Nuquí,NQU,5.7,-77.28
La Pedrera Airport,La Pedrera,LPD,-1.33,-69.58
Caucaya Airport,Puerto Leguízamo,LQM,-0.18,-74.77
La Jagua Airport,Garzón,GLJ,2.17,-75.67
Santa Ana Airport,Cartago,CRC,4.758181,-75.955753
Stanley Airport,Stanley,PSY,-51.685672,-57.777644
Camilo Ponce Enriquez Airport,La Toma (Catamayo),LOH,-3.99589,-79.3719
San Cristóbal Airport,San Cristóbal,SCY,-0.910206,-89.61745
Sorocaba Airport,Sorocaba,SOD,-23.478,-47.49
Ricardo García Posada Airport,El Salvador,ESR,-26.3111,-69.7652
Vitória da Conquista Airport,Vitória Da Conquista,VDC,-14.862761,-40.863106
Marília Airport,Marília,MII,-22.196892,-49.9264
Macaé Airport,Macaé,MEA,-22.343,-41.766
Necochea Airport,Necochea,NEC,-38.483056,-58.817222
Lago Argentino Airport,El Calafate,ING,-50.3361,-72.2486
Roxas Airport,Roxas City,RXS,11.597669,122.751669
Calbayog Airport,Calbayog City,CYP,12.072706,124.545092
Virac Airport,Virac,VRC,13.576439,124.205672
Tuguegarao Airport,Tuguegarao,TUG,17.638311,121.730614
San Fernando Airport,San Fernando,SFE,16.595589,120.303219
Basco Airport,Basco,BSO,20.451322,121.979883
Naga Airport,Naga,WNP,13.584886,123.270239
Tandag Airport,Tandag,TDG,9.07211,126.171
Surigao Airport,Sangley Point,SUG,9.757567,125.479328
Fremont Airport,Fremont,,41.3331,-83.1612
Sanga Sanga Airport,Sanga Sanga,SGS,5.04699,119.743
General Santos International Airport,General Santos City,GES,6.106439,125.2353
Subic Bay International Airport,Olongapo City,SFS,14.7944,120.271
Yangyang International Airport,Sokcho / Gangneung,YNY,38.061311,128.669164
Ugolny Airport,Anadyr,DYR,64.73495,177.741483
Okhotsk Airport,Okhotsk,OHO,59.4101,143.057
Ujae Atoll Airport,Ujae Atoll,UJE,8.92806,165.762
Mariupol International Airport,Mariupol International,MPW,47.0761,37.4496
Luhansk International Airport,Lugansk,VSG,48.4174,39.3741
Zaporizhzhia International Airport,Zaporozhye,OZH,47.867,35.3157
Lozuvatka International Airport,Krivoy Rog,KWG,48.0433,33.21
Osnova International Airport,Kharkov,HRK,49.924786,36.289986
Ivano Frankivsk International Airport,Ivano-Frankivsk,IFO,48.884167,24.686111
Chernivtsi International Airport,Chernovtsk,CWC,48.259322,25.980831
Rivne International Airport,Rivne,RWN,50.6071,26.1416
Uzhhorod International Airport,Uzhgorod,UDJ,48.634278,22.263356
Solovki Airport,Solovetsky Islands,CSH,65.03,35.7333
Cherepovets Airport,Cherepovets,CEE,59.2736,38.0158
Amderma Airport,Amderma,AMV,69.7633,61.5564
Kotlas Airport,Kotlas,KSZ,61.2358,46.6975
Petrozavodsk Airport,Petrozavodsk,PES,61.8852,34.1547
Hrodno Airport,Hrodna,GNA,53.602,24.0538
Mogilev Airport,Mogilev,MVQ,53.9549,30.0951
Yeniseysk Airport,Yeniseysk,EIE,58.4742,92.1125
Kyzyl Airport,Kyzyl,KYZ,51.6694,94.4006
Spichenkovo Airport,Novokuznetsk,NOZ,53.8114,86.8772
Khatanga Airport,Khatanga,HTG,71.978058,102.490514
Igarka Airport,Igarka,IAA,67.4372,86.6219
Grozny Airport,Grozny,GRV,43.2981,45.7841
Nalchik Airport,Nalchik,NAL,43.5129,43.6366
Beslan Airport,Beslan,OGZ,43.2051,44.6066
Elista Airport,Elista,ESL,46.3739,44.3309
Aleknagik Airport,Aleknagik,WKK,59.2826,-158.618
Brookings Regional Airport,Brookings,BKX,44.3048,-96.8169
Mercer County Airport,Bluefield,BLF,37.2958,-81.2077
Kearney Municipal Airport,Kearney,EAR,40.727,-99.0068
Mid Delta Regional Airport,Greenville,GLH,33.4829,-90.9856
Laughlin-Bullhead Intl,Bullhead,IFP,35.1574,-114.56
Kingman Airport,Kingman,IGM,35.2595,-113.938
Tri Cities Airport,Pasco,PSC,46.2647,-119.119
Akutan Seaplane Base,Akutan,KQA,54.1325,-165.785
Grant County Airport,Silver City,SVC,32.6365,-108.156
Lopez Island Airport,Lopez,LPS,48.4839,-122.938
Salekhard Airport,Salekhard,SLY,66.590753,66.611042
Khanty Mansiysk Airport,Khanty-Mansiysk,HMA,61.028479,69.086067
Nyagan Airport,Nyagan,NYA,62.11,65.615
Sovetsky Tyumenskaya Airport,Sovetskiy,OVS,61.32,63.6044
Izhevsk Airport,Izhevsk,IJK,56.8281,53.4575
Pobedilovo Airport,Kirov,KVX,58.5033,49.3483
Nadym Airport,Nadym,NYM,65.4809,72.6989
Raduzhny Airport,Raduzhnyi,RAT,62.1586,77.3289
Nefteyugansk Airport,Nefteyugansk,NFG,61.1083,72.65
Kurgan Airport,Kurgan,KRO,55.4753,65.4156
Khudzhand Airport,Khudzhand,LBD,40.2154,69.6947
Andizhan Airport,Andizhan,AZN,40.7277,72.294
Fergana Airport,Fergana,FEG,40.3588,71.745
Namangan Airport,Namangan,NMA,40.9846,71.5567
Nukus Airport,Nukus,NCU,42.4884,59.6233
Urgench Airport,Urgench,UGC,41.5843,60.6417
Karshi Khanabad Airport,Khanabad,KSQ,38.8336,65.9215
Termez Airport,Termez,TMJ,37.286667,67.31
Staroselye Airport,Rybinsk,RYB,58.1042,38.9294
Belgorod International Airport,Belgorod,EGO,50.6438,36.5901
Kursk East Airport,Kursk,URS,51.7506,36.2956
Lipetsk Airport,Lipetsk,LPK,52.7028,39.5378
Vorkuta Airport,Vorkuta,VKT,67.4886,63.9931
Bugulma Airport,Bugulma,UUA,54.64,52.8017
Yoshkar-Ola Airport,Yoshkar-Ola,JOK,56.7006,47.9047
Cheboksary Airport,Cheboksary,CSY,56.0903,47.3473
Ulyanovsk East Airport,Ulyanovsk,ULY,54.401,48.8027
Orsk Airport,Orsk,OSW,51.0725,58.5956
Penza Airport,Penza,PEZ,53.1106,45.0211
Saransk Airport,Saransk,SKX,54.1251,45.2123
Balakovo Airport,Balakovo,BWO,51.8583,47.7456
Hubli Airport,Hubli,HBX,15.3617,75.0849
Koggala Airport,Koggala,KCT,5.99368,80.3203
Wirawila Airport,Wirawila,WRZ,6.254494,81.235189
Battambang Airport,Battambang,BBM,13.0956,103.224
Shillong Airport,Shillong,SHL,25.7036,91.9787
Lokpriya Gopinath Bordoloi International Airport,Guwahati,GAU,26.106092,91.585939
Dimapur Airport,Dimapur,DMU,25.8839,93.7711
Tezpur Airport,Tezpur,TEZ,26.7091,92.7847
Barisal Airport,Barisal,BZL,22.801,90.3012
Ban Huoeisay Airport,Huay Xai,OUI,20.2573,100.437
Kontum Airport,Kontum,KON,14.35,108.017
Bharatpur Airport,Bharatpur,BHR,27.6781,84.4294
Chandragadhi Airport,Chandragarhi,BDP,26.570822,88.079578
Meghauli Airport,Meghauli,MEY,27.583,84.233
Nepalgunj Airport,Nepalgunj,KEP,28.103633,81.667006
Gan Island Airport,Gan Island,GAN,-0.693342,73.1556
Hanimaadhoo Airport,Haa Dhaalu Atoll,HAQ,6.74423,73.1705
Kadhdhoo Airport,Laamu Atoll,KDO,1.85917,73.5219
Mae Sot Airport,Tak,MAQ,16.699856,98.545056
Buon Ma Thuot Airport,Buonmethuot,BMV,12.668311,108.120272
Cat Bi International Airport,Haiphong,HPH,20.819386,106.724989
Cam Ranh Airport,Nha Trang,CXR,11.998153,109.219372
Co Ong Airport,Conson,VCS,8.731831,106.632589
Trà Nóc Airport,Can Tho,VCA,10.085119,105.711922
Dien Bien Phu Airport,Dienbienphu,DIN,21.397481,103.007831
Phu Cat Airport,Phucat,UIH,13.954986,109.042267
Pleiku Airport,Pleiku,PXU,14.004522,108.017158
Vinh Airport,Vinh,VII,18.737569,105.670764
Banmaw Airport,Banmaw,BMO,24.269033,97.246153
Dawei Airport,Dawei,TVY,14.103886,98.203636
Kawthoung Airport,Kawthoung,KAW,10.049258,98.538006
Loikaw Airport,Loikaw,LIW,19.691494,97.214825
Mawlamyine Airport,Mawlamyine,MNU,16.444747,97.660669
Pathein Airport,Pathein,BSX,16.815233,94.779911
Pakhokku Airport,Pakhokku,PKK,21.3333,95.1
Sumbawa Besar Airport,Sumbawa Island,SWQ,-8.489039,117.412119
Tambolaka Airport,Waikabubak-Sumba Island,TMC,-9.409717,119.244494
Bokondini Airport,Bokondini-Papua Island,BUI,-3.58365,138.533
Senggeh Airport,Senggeh-Papua Island,SEH,-3.43333,140.817
Tanjung Harapan Airport,Tanjung Selor-Borneo Island,TJS,2.83641,117.374
Datadawai Airport,Datadawai-Borneo Island,DTD,0.717,116.483
Barau(Kalimaru) Airport,Tanjung Redep-Borneo Island,BEJ,2.155497,117.432256
Warukin Airport,Tanjung-Borneo Island,TJG,-2.21656,115.436
Sampit(Hasan) Airport,Sampit-Borneo Island,SMQ,-2.499194,112.974992
Dumatubun Airport,Langgur-Kei Islands,LUV,-5.661619,132.731431
Mali Airport,Alor Island,ARD,-8.13234,124.597
Belaga Airport,Belaga,BLG,2.65,113.767
Long Lellang Airport,Long Datih,LGL,3.421,115.154
Long Seridan Airport,Long Seridan,ODN,3.967,115.05
Mukah Airport,Mukah,MKM,2.90639,112.08
Bakalalan Airport,Bakalalan,BKM,3.974,115.618
Lawas Airport,Lawas,LWY,4.84917,115.408
Bario Airport,Bario,BBN,3.73389,115.479
Tomanggong Airport,Tomanggong,TMG,5.4,118.65
Kudat Airport,Kudat,KUD,6.9225,116.836
Radin Inten II (Branti) Airport,Bandar Lampung-Sumatra Island,TKG,-5.242339,105.178939
Halim Perdanakusuma International Airport,Jakarta,HLP,-6.26661,106.891
Ranai Airport,Ranai-Natuna Besar Island,NTX,3.908714,108.387897
Pangsuma Airport,Putussibau-Borneo Island,PSU,0.835578,112.937144
Susilo Airport,Sintang-Borneo Island,SQG,0.063619,111.473428
Pendopo Airport,Talang Gudang-Sumatra Island,PDO,-3.286069,103.8796
Malikus Saleh Airport,Lhok Seumawe-Sumatra Island,LSW,5.226681,96.950342
Pulau Pangkor Airport,Pangkor Island,PKG,4.24472,100.553
Stagen Airport,Laut Island,KBU,-3.29472,116.165
Long Bawan Airport,Long Bawan-Borneo Island,LBW,3.867,115.683
Nunukan Airport,Nunukan-Nunukan Island,NNX,4.13653,117.667
Long Apung Airport,Long Apung-Borneo Island,LPU,0.583,115.6
Albany Airport,Albany,ALH,-34.9433,117.809
Argyle Airport,Argyle,GYL,-16.6369,128.451
Aurukun Airport,Aurukun,AUU,-13.3539,141.721
Barcaldine Airport,Barcaldine,BCI,-23.5653,145.307
Badu Island Airport,Badu Island,BDD,-10.15,141.175
Birdsville Airport,Birdsville,BVI,-25.8975,139.348
Broken Hill Airport,Broken Hill,BHQ,-32.0014,141.472
Hamilton Island Airport,Hamilton Island,HTI,-20.3581,148.952
Bedourie Airport,Bedourie,BEU,-24.3461,139.46
Bourke Airport,Bourke,BRK,-30.0392,145.952
Burketown Airport,Burketown,BUC,-17.7486,139.534
Boigu Airport,Boigu,GIC,-9.23278,142.218
Oakey Airport,Oakey,OKY,-27.411389,151.735278
Boulia Airport,Boulia,BQL,-22.9133,139.9
Bathurst Airport,Bathurst,BHS,-33.4094,149.652
Blackwater Airport,Blackwater,BLT,-23.6031,148.807
Carnarvon Airport,Carnarvon,CVQ,-24.8806,113.672
Cobar Airport,Cobar,CAZ,-31.5383,145.794
Coober Pedy Airport,Coober Pedy,CPD,-29.04,134.721
Coconut Island Airport,Coconut Island,CNC,-10.05,143.07
Cloncurry Airport,Cloncurry,CNJ,-20.6686,140.504
Ceduna Airport,Ceduna,CED,-32.1306,133.71
Cooktown Airport,Cooktown,CTN,-15.4447,145.184
Cunnamulla Airport,Cunnamulla,CMA,-28.03,145.622
Coonamble Airport,Coonamble,CNB,-30.9833,148.376
Coen Airport,Coen,CUQ,-13.7608,143.114
Cooma Snowy Mountains Airport,Cooma,OOM,-36.3006,148.974
Doomadgee Airport,Doomadgee,DMD,-17.9403,138.822
Darnley Island Airport,Darnley Island,NLF,-9.58333,143.767
Devonport Airport,Devonport,DPO,-41.1697,146.43
Elcho Island Airport,Elcho Island,ELC,-12.0194,135.571
Esperance Airport,Esperance,EPR,-33.6844,121.823
Flinders Island Airport,Flinders Island,FLS,-40.0917,147.993
Geraldton Airport,Geraldton,GET,-28.7961,114.707
Gladstone Airport,Gladstone,GLT,-23.8697,151.223
Groote Eylandt Airport,Groote Eylandt,GTE,-13.975,136.46
Griffith Airport,Griffith,GFF,-34.2508,146.067
Horn Island Airport,Horn Island,HID,-10.5864,142.29
Hooker Creek Airport,Hooker Creek,HOK,-18.3367,130.638
Mount Hotham Airport,Mount Hotham,MHU,-37.0475,147.334
Hughenden Airport,Hughenden,HGD,-20.815,144.225
Julia Creek Airport,Julia Creek,JCK,-20.6683,141.723
Kalbarri Airport,Kalbarri,KAX,-27.69,114.262
King Island Airport,King Island,KNS,-39.8775,143.878
Kalkgurung Airport,Kalkgurung,KFG,-17.4319,130.808
Karumba Airport,Karumba,KRB,-17.4567,140.83
